1974.670833681544, 0.2570792668126929
1974.9551059899904, 0.05609307865697133
1976.8739440720035, -0.34587929765447
1977.513556766008, -0.07789771344684304
1977.7978290744543, -0.5468654858101889
1978.1531694600124, -0.5468654858101889
1978.6506459997936, -0.5468654858101889
1979.1481225395748, -0.7478516739659096
1980.0720075420254, -1.2168194463292572
1980.4984160046952, -1.4848010305368842
1981.066960621588, -1.7527826147445111
1981.7776413927038, -2.0877595950040444
1982.48832216382, -2.556727367367394
1983.4832752433822, -3.360672119990273
1984.4782283229447, -4.030626080509343
1985.473181402507, -4.968561625236038
1987.1788152531853, -6.5764511304818
1988.5291087183057, -8.05034984362375
1989.5951298749796, -9.45725316071379
1990.8743552629885, -11.199133458063368
1992.2957168052205, -13.141999943568663
1998.6207756681526, -24.397226480289007
1999.6157287477151, -26.407088361846206
2001.6767029839514, -31.09676608547968
2003.524472988853, -35.45146682885362

